Entry	Signal peptide
P41271	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:11594460"
P41361	SIGNAL 1..32; /evidence="ECO:0000269|PubMed:1930634"
P41543	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:7860628, ECO:0000269|PubMed:8181570"
P42098	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:8562067"
P42264	SIGNAL 1..31; /evidence="ECO:0000269|PubMed:20951142"
P42292	SIGNAL 1..33; /evidence="ECO:0000269|PubMed:1608932, ECO:0000269|PubMed:1931049"
P42813	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:9188482"
P42830	SIGNAL 1..36; /evidence="ECO:0000269|PubMed:10095777, ECO:0000269|PubMed:12665801"
P43121	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:8162602"
P43307	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:1557127"
P43497	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:7768807"
P43555	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:8314797"
P43626	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:7749980"
P43652	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:15952736"
P45452	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:8576151"
P45478	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:7916016"
P45561	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:8250931"
P45628	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:2477548"
P45658	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:1344902"
P45697	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:8896191"
P45881	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:9619591"
P47001	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:10438739"
P47178	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:10322008"
P47710	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:7749638, ECO:0000269|PubMed:8192860"
P48096	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:2925076"
P48307	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:3276312, ECO:0000269|PubMed:7872799"
P48439	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:7622558"
P48740	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:11290788"
P48745	SIGNAL 1..31; /evidence="ECO:0000269|PubMed:15340161"
P48765	SIGNAL 1..32; /evidence="ECO:0000269|PubMed:1929404"
P48819	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:1372829"
P49121	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:8579368"
P49182	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:7908224"
P49256	SIGNAL 1..44; /evidence="ECO:0000269|PubMed:8157011"
P49257	SIGNAL 1..30; /evidence="ECO:0000269|PubMed:12665801, ECO:0000269|PubMed:7876089, ECO:0000269|PubMed:8223692, ECO:0007744|PubMed:25944712"
P49259	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:7509792"
P49278	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:2732406"
P49755	SIGNAL 1..31; /evidence="ECO:0000269|PubMed:19892738, ECO:0007744|PubMed:25944712"
P49763	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:7929268"
P49767	SIGNAL 1..31; /evidence="ECO:0000269|PubMed:15340161, ECO:0000269|PubMed:9233800"
P49862	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:8034709"
P50228	SIGNAL 1..40; /evidence="ECO:0000269|PubMed:8759763"
P50229	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:8607872"
P50895	SIGNAL 1..31; /evidence="ECO:0000269|PubMed:7777537"
P51460	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:15340161"
P51654	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:29345911"
P51688	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:7493035"
P51868	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:8042990"
P52013	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:12215411"
P52193	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:2016321, ECO:0000269|PubMed:8135753"
P52307	SIGNAL <1..14; /evidence="ECO:0000269|PubMed:8387372"
P52706	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:16668338"
P52798	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:15340161"
P52823	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:15340161"
P53366	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:8076689"
P53616	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:9748433"
P53634	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:11015218, ECO:0000269|PubMed:7665576, ECO:0000269|PubMed:9507095"
P54107	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:8665901"
P54318	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:8486693"
P54660	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:2034136"
P54762	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:15340161"
P54803	SIGNAL 1..42; /evidence="ECO:0000269|PubMed:8281145, ECO:0000269|PubMed:8399327"
P54837	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:10713261, ECO:0000269|PubMed:8900179"
P54900	SIGNAL 1..29; /evidence="ECO:0000269|PubMed:8521473"
P55000	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:10211827"
P55058	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:8132678"
P55083	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:15340161"
P55145	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:12665801, ECO:0000269|PubMed:12794311"
P55203	SIGNAL 1..56; /evidence="ECO:0000269|PubMed:8102054"
P55773	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:9104803"
P55774	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:9192897"
P55899	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:15340161"
P56201	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:8506377"
P56202	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:15340161"
P56513	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:1710217"
P56637	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:10026198"
P56722	SIGNAL 1..34; /evidence="ECO:0000269|PubMed:10457160"
P56742	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:10727211, ECO:0000269|PubMed:19371136, ECO:0000269|PubMed:9083096"
P57087	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:10779521, ECO:0000269|PubMed:15340161"
P58154	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:11357121"
P58738	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:12913162"
P59665	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:15340161"
P60042	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:2891188"
P60212	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:11821128, ECO:0000269|PubMed:15025998"
P60214	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:11821128, ECO:0000269|PubMed:15025998"
P60266	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:21329715"
P60568	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:6333684"
P60615	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:2458724, ECO:0000269|PubMed:5027709"
P60770	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:11976497, ECO:0000269|PubMed:15252034, ECO:0000269|PubMed:5820687, ECO:0000269|PubMed:8448165"
P60775	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:4941832"
P61312	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:26479776"
P61626	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:11946553, ECO:0000269|PubMed:11946554, ECO:0000269|PubMed:25946035, ECO:0000269|PubMed:5168859, ECO:0000269|PubMed:5284421"
P61769	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:1336137, ECO:0000269|PubMed:25946035, ECO:0000269|PubMed:3532124, ECO:0000269|PubMed:4586824, ECO:0000269|PubMed:8084451"
P61823	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:13989651, ECO:0000269|PubMed:14235531"
P61855	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:12171930, ECO:0000269|PubMed:2117437"
P61916	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:11125141, ECO:0000269|PubMed:17018531"
P62022	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:15032748, ECO:0000269|PubMed:8033889"
P62023	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:15032748, ECO:0000269|PubMed:2402763"
P62694	SIGNAL 1..17; /evidence="ECO:0000269|Ref.3, ECO:0000269|Ref.4"
P63090	SIGNAL 1..32; /evidence="ECO:0000269|PubMed:2388713"
P63153	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:496973"
P67861	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:14600159"
P67875	SIGNAL 1..27; /evidence="ECO:0000269|Ref.6"
P67930	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:4736985"
P67970	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:5949593"
P78556	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:9038201"
P78581	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:8917102"
P79208	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:7503555"
P79263	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:7556597, ECO:0000269|PubMed:8830057"
P79762	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:10103002"
P80035	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:1935982"
P80067	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:1740150"
P80098	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:15340161"
P80109	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:1606959"
P80162	SIGNAL 1..37; /evidence="ECO:0000269|PubMed:8399143, ECO:0000269|PubMed:8423327"
P80188	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:7683678"
P80221	SIGNAL 1..36; /evidence="ECO:0000269|PubMed:8399143"
P80311	SIGNAL 1..33; /evidence="ECO:0000269|PubMed:8010972, ECO:0000269|PubMed:8013656"
P80370	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:15340161, ECO:0000269|PubMed:7925474, ECO:0000269|PubMed:8501199"
P80384	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:1355192, ECO:0000269|PubMed:7925475, ECO:0000269|Ref.4"
P80746	SIGNAL 1..30; /evidence="ECO:0000269|PubMed:9154926"
P80958	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:12777767, ECO:0000269|PubMed:9498573"
P80963	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:11594738, ECO:0000269|PubMed:9056257"
P81054	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:12501439"
P81058	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:10561573, ECO:0000269|PubMed:9353298"
P81160	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:11846801"
P81294	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:10482835"
P81382	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:11248687, ECO:0000269|PubMed:8080286"
P81383	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:17543361, ECO:0000269|PubMed:8080286, ECO:0000269|PubMed:9304806"
P81446	SIGNAL 1..33; /evidence="ECO:0000269|PubMed:1450445, ECO:0000269|PubMed:15001393, ECO:0000269|PubMed:8980141"
P81534	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:11085990"
P81605	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:15340161, ECO:0000269|PubMed:17448443, ECO:0000269|PubMed:25946035, ECO:0000269|PubMed:9736629"
P81608	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:9546674"
P81649	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:19247805"
P82114	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:28265084"
P82290	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:10672074"
P82683	SIGNAL 1..33; /evidence="ECO:0000269|PubMed:1450445, ECO:0000269|PubMed:15001393, ECO:0000269|PubMed:15113086"
P82935	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:11223079"
P83403	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:11886771"
P83519	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:11902666, ECO:0000269|PubMed:15994137, ECO:0000269|Ref.5"
P83673	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:15364284"
P83869	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:14645501"
P83886	SIGNAL 1..30; /evidence="ECO:0000269|PubMed:9037141, ECO:0000269|Ref.5"
P84516	SIGNAL 1..31; /evidence="ECO:0000269|PubMed:16650004"
P84777	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:15369825"
P84809	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:15680238"
P84810	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:15680238"
P85045	SIGNAL <1..16; /evidence="ECO:0000269|PubMed:16309969"
P85966	SIGNAL 1..34; /evidence="ECO:0000269|PubMed:19583772"
P86100	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:18611448"
P86408	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:21969612, ECO:0000269|PubMed:33051988, ECO:0000269|Ref.2"
P93484	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:9306690"
P93680	SIGNAL 1..25; /evidence="ECO:0000255, ECO:0000269|PubMed:10231327, ECO:0000269|PubMed:14610495, ECO:0000269|PubMed:9679856, ECO:0000269|PubMed:9774427"
P97430	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:9126337"
P97710	SIGNAL 1..31; /evidence="ECO:0000269|PubMed:9271230"
P97884	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:9916893"
P98066	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:7516184"
P98172	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:15340161"
Q00193	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:1707882"
Q00657	SIGNAL 1..29; /evidence="ECO:0000269|PubMed:1906475"
Q01129	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:26479776"
Q01151	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:15340161"
Q01172	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:1934134"
Q01638	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:15340161"
Q01965	SIGNAL 1..47; /evidence="ECO:0000269|PubMed:1506686"
Q02083	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:22040171"
Q02246	SIGNAL 1..30; /evidence="ECO:0000269|PubMed:15340161"
Q02471	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:1425670, ECO:0000269|PubMed:8835338"
Q02567	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:2925681"
Q02596	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:1376638"
Q02747	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:8095028"
Q02763	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:15340161"
Q02795	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:7703229, ECO:0000269|PubMed:8175708"
Q02809	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:1577494"
Q03178	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:9301021"
Q03180	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:9301021"
Q03405	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:1689240"
Q04756	SIGNAL 1..35; /evidence="ECO:0000269|PubMed:15340161"
Q05359	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:10713261"
Q05443	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:2139877"
Q05895	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:8654563"
Q05927	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:8340354"
Q05928	SIGNAL 1..31; /evidence="ECO:0000269|PubMed:8456283"
Q06703	SIGNAL 1..44; /evidence="ECO:0000269|PubMed:11812231"
Q07011	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:15340161"
Q07092	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:15165854, ECO:0000269|PubMed:7882999"
Q07203	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:8454653"
Q07310	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:9856994"
Q07325	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:10233762"
Q07654	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:15340161, ECO:0000269|PubMed:19670903"
Q08334	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:15340161"
Q08380	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:8390986, ECO:0000269|PubMed:8454062, ECO:0000269|PubMed:8757764"
Q08481	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:1415479"
Q08830	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:11470158"
Q08879	SIGNAL 1..29; /evidence="ECO:0000269|PubMed:2249686"
Q09098	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:11118436, ECO:0000269|PubMed:1400406"
Q09131	SIGNAL 1..30; /evidence="ECO:0000269|PubMed:16668896"
Q09140	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:7982990, ECO:0000269|PubMed:8631292"
Q09332	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:7729408"
Q0GY40	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:17141373, ECO:0000269|PubMed:18030427"
Q10588	SIGNAL 1..32; /evidence="ECO:0000269|PubMed:7805847"
Q10746	SIGNAL 1..32; /evidence="ECO:0000269|PubMed:8471066, ECO:0000269|PubMed:8607872"
Q12127	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:10322008"
Q12396	SIGNAL 1..46; /evidence="ECO:0000269|PubMed:12134087"
Q12841	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:15340161"
Q13007	SIGNAL 1..51; /evidence="ECO:0000269|PubMed:15340161"
Q13145	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:15340161"
Q13162	SIGNAL 1..37; /evidence="ECO:0000269|PubMed:19892738, ECO:0007744|PubMed:25944712"
Q13231	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:7836450"
Q13421	SIGNAL 1..36; /evidence="ECO:0000269|PubMed:7665620"
Q13433	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:15340161"
Q13445	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:19892738, ECO:0007744|PubMed:25944712"
Q13478	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:9325300"
Q13651	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:15340161"
Q13683	SIGNAL 1..33; /evidence="ECO:0000269|PubMed:15340161, ECO:0000269|PubMed:1839357"
Q14002	SIGNAL 1..35; /evidence="ECO:0000269|PubMed:15340161"
Q14112	SIGNAL 1..30; /evidence="ECO:0000269|PubMed:9733643"
Q14210	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:15340161, ECO:0000269|PubMed:7790363"
Q14392	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:21615933"
Q14520	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:8827452"
Q14624	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:7541790"
Q14802	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:17077088"
Q15084	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:15466936, ECO:0000269|PubMed:19892738, ECO:0007744|PubMed:25944712"
Q15399	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:15340161"
Q15465	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:9593755"
Q15582	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:8024701"
Q15762	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:8673704"
Q15768	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:15340161"
Q15848	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:15340161, ECO:0000269|PubMed:8947845"
Q16270	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:15340161, ECO:0000269|PubMed:8117260, ECO:0000269|PubMed:8939990"
Q16552	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:15340161"
Q16568	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:15340161"
Q16602	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:15340161"
Q16627	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:10978165, ECO:0000269|PubMed:11085751, ECO:0000269|PubMed:8551235"
Q16663	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:15340161"
Q16674	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:15340161"
Q16790	SIGNAL 1..37; /evidence="ECO:0000269|PubMed:15340161"
Q17060	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:9791542"
Q1RP78	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:18083205"
Q1RP79	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:18083205"
Q1XG90	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:17160350"
Q23997	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:7875581"
Q26292	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:2029523"
Q26377	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:12171930"
Q27081	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:8407978"
Q27082	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:8288603"
Q27083	SIGNAL 1..31; /evidence="ECO:0000269|PubMed:8288603"
Q27309	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:8193154"
Q27908	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:8790386"
Q28139	SIGNAL 1..?; /note="Not cleaved"; /evidence="ECO:0000269|PubMed:10608890"
Q28143	SIGNAL 1..35; /evidence="ECO:0000269|PubMed:8163501"
Q28270	SIGNAL 1..33; /evidence="ECO:0000269|PubMed:8822918"
Q28989	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:17890672"
Q29411	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:7768902"
Q29486	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:7574682"
Q2PS07	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:12372998"
Q2ULM2	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:10899618"
Q2VG86	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:16399077"
Q2YHJ2	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:15955061"
Q2YHJ3	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:15955061"
Q2YHJ6	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:15955061"
Q2YHJ7	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:15955061"
Q30154	SIGNAL 1..29; /evidence="ECO:0000269|PubMed:6576979"
Q3L1D1	SIGNAL 1..25; /evidence="ECO:0000269|Ref.2"
Q3L245	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:18083263"
Q3V1G4	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:15836428"
Q3Y5Z3	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:11382781, ECO:0000269|PubMed:15378692"
Q40772	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:6091760"
Q41358	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:8631319"
Q41638	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:8244968"
Q42369	SIGNAL 1..33; /evidence="ECO:0000269|PubMed:29635768"
Q4PRD1	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:1629211, ECO:0000269|PubMed:8144654"
Q4PRD2	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:18616470, ECO:0000269|PubMed:8144654"
Q4V4I9	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:21214272, ECO:0000269|PubMed:23293632"
Q4W1I8	SIGNAL 1..30; /evidence="ECO:0000269|PubMed:16258008"
Q4W1I9	SIGNAL 1..30; /evidence="ECO:0000269|PubMed:16258008"
Q4WL81	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:33712585"
Q52085	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:8276846"
Q53B58	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:15302536, ECO:0000269|Ref.2"
Q556R7	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:12117815"
Q55P57	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:8300520"
Q55U20	SIGNAL 1..51; /evidence="ECO:0000269|PubMed:11504924"
Q59XX2	SIGNAL 1..32; /evidence="ECO:0000269|PubMed:8698482"
Q59Y31	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:15870471"
Q5AMT2	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:19013773"
Q5ECE3	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:11395128, ECO:0000269|PubMed:18342903"
Q5I0E7	SIGNAL 1..37; /evidence="ECO:0000269|PubMed:9472029"
Q5U9S1	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:16480769, ECO:0000269|PubMed:16518621, ECO:0000269|PubMed:8602463"
Q5UCC4	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:32439656"
Q5XM24	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:16176950"
Q5ZPR3	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:15340161"
Q60557	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:8240241"
Q60675	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:11829758"
Q60736	SIGNAL 1..32; /evidence="ECO:0000269|PubMed:8188752"
Q60994	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:11912203"
Q61001	SIGNAL 1..40; /evidence="ECO:0000269|PubMed:11829758"
Q61247	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:7523120"
Q61450	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:1714901"
Q61508	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:7608209"
Q61738	SIGNAL 1..33; /evidence="ECO:0000269|PubMed:1839357"
Q61789	SIGNAL 1..31; /evidence="ECO:0000269|PubMed:11829758"
Q61835	SIGNAL 1..20; /note="Not cleaved"; /evidence="ECO:0000269|PubMed:15743908"
Q61885	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:1373175"
Q62005	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:12799386, ECO:0000269|PubMed:7635043"
Q62192	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:7897216"
Q62598	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:8106414"
Q62718	SIGNAL 1..32; /evidence="ECO:0000269|Ref.2"
Q62867	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:8621474"
Q62894	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:26479776"
Q63041	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:1725450"
Q63345	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:1453482"
Q63372	SIGNAL 1..30; /evidence="ECO:0000269|PubMed:9856994"
Q63373	SIGNAL 1..46; /evidence="ECO:0000269|PubMed:8163501"
Q63376	SIGNAL 1..46; /evidence="ECO:0000269|PubMed:8163501"
Q63415	SIGNAL 1..45; /evidence="ECO:0000269|PubMed:26479776"
Q63617	SIGNAL 1..32; /evidence="ECO:0000269|PubMed:8617779, ECO:0000269|PubMed:9020069"
Q64277	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:7819143"
